raceId,driverId,lap,milliseconds,position,time
1,19,53,87340,8,1:27.340
1,19,54,87099,5,1:27.099
1,19,55,87010,6,1:27.010
1,19,56,87178,10,1:27.178
1,18,1,86078,4,1:26.078
1,18,2,86184,2,1:26.184
1,18,3,86714,7,1:26.714
1,18,4,86598,6,1:26.598
1,18,5,86938,8,1:26.938
1,18,6,86453,5,1:26.453
1,18,7,86311,1,1:26.311
1,18,8,86534,3,1:26.534
1,18,9,86754,2,1:26.754
1,18,10,86784,2,1:26.784
1,18,11,86383,2,1:26.383
1,18,12,86859,3,1:26.859
1,18,13,86962,2,1:26.962
1,18,14,87840,9,1:27.840
1,18,15,87662,8,1:27.662
1,18,16,88961,12,1:28.961
1,18,17,87685,7,1:27.685
1,18,18,86809,2,1:26.809
1,18,19,86161,1,1:26.161
1,18,20,86237,2,1:26.237
1,18,21,85748,1,1:25.748
1,18,22,86511,2,1:26.511
1,18,23,86237,1,1:26.237
1,18,24,86478,3,1:26.478
1,18,25,86402,4,1:26.402
1,18,26,86732,3,1:26.732
1,18,27,86183,1,1:26.183
1,18,28,86336,1,1:26.336
1,18,29,87680,8,1:27.680
1,18,30,86498,3,1:26.498
1,18,31,86616,2,1:26.616
1,18,32,87720,12,1:27.720
1,18,33,88153,11,1:28.153
1,18,34,86734,4,1:26.734
1,18,35,87071,6,1:27.071
1,18,36,87375,8,1:27.375
1,18,37,87922,9,1:27.922
1,18,38,89231,11,1:29.231
1,18,39,87902,11,1:27.902
1,18,40,86320,2,1:26.320
1,18,41,85915,1,1:25.915
1,18,42,86367,3,1:26.367
1,18,43,86399,3,1:26.399
1,18,44,86622,4,1:26.622
1,18,45,86381,4,1:26.381
1,18,46,86794,6,1:26.794
1,18,47,87032,10,1:27.032
1,18,48,86766,6,1:26.766
1,18,49,86880,7,1:26.880
1,18,50,86817,5,1:26.817
1,18,51,86841,8,1:26.841
1,18,52,86625,3,1:26.625
1,18,53,87043,6,1:27.043
1,18,54,86938,4,1:26.938
1,18,55,87770,11,1:27.770
1,18,56,87628,11,1:27.628
1,16,1,86480,9,1:26.480
1,16,2,86609,8,1:26.609
1,16,3,85861,2,1:25.861
1,16,4,86875,9,1:26.875
1,16,5,86759,5,1:26.759
1,16,6,86249,3,1:26.249
1,16,7,86533,2,1:26.533
1,16,8,86852,5,1:26.852
1,16,9,86830,4,1:26.830
1,16,10,86760,1,1:26.760
1,16,11,86883,5,1:26.883
1,16,12,86884,4,1:26.884
1,16,13,87084,6,1:27.084
1,16,14,87613,8,1:27.613
1,16,15,86214,1,1:26.214
1,16,16,87107,5,1:27.107
1,16,17,89685,10,1:29.685
1,16,18,87404,6,1:27.404
1,16,19,87135,7,1:27.135
1,16,20,86010,1,1:26.010
1,16,21,86923,7,1:26.923
1,16,22,86543,5,1:26.543
1,16,23,86690,7,1:26.690
1,16,24,86383,1,1:26.383
1,16,25,86691,7,1:26.691
1,16,26,87330,8,1:27.330
1,16,27,87122,6,1:27.122
1,16,28,87586,10,1:27.586
1,16,29,87436,7,1:27.436
1,16,30,87220,7,1:27.220
1,16,31,87739,12,1:27.739
1,16,32,87319,8,1:27.319
1,16,33,87509,9,1:27.509
1,16,34,87153,6,1:27.153
1,16,35,87333,7,1:27.333
1,16,36,87107,6,1:27.107
1,16,37,87763,6,1:27.763
1,16,38,87032,6,1:27.032
1,16,39,87786,10,1:27.786
1,16,40,90078,12,1:30.078
1,16,41,88770,10,1:28.770
1,16,42,85930,1,1:25.930
1,16,43,86514,5,1:26.514
1,16,44,86160,2,1:26.160
1,16,45,86439,6,1:26.439
1,16,46,87213,11,1:27.213
1,16,47,86942,7,1:26.942
1,16,48,86505,3,1:26.505
1,16,49,86436,2,1:26.436
1,16,50,86857,6,1:26.857
1,16,51,86452,2,1:26.452
1,16,52,86693,4,1:26.693
1,16,53,87091,7,1:27.091
1,16,54,87440,8,1:27.440
1,16,55,87288,9,1:27.288
1,16,56,86290,1,1:26.290
1,8,1,85347,1,1:25.347
1,8,2,85928,1,1:25.928
1,8,3,86405,4,1:26.405
1,8,4,85676,1,1:25.676
1,8,5,86830,6,1:26.830
1,8,6,86485,6,1:26.485
1,8,7,86711,3,1:26.711
1,8,8,86254,1,1:26.254
1,8,9,86807,3,1:26.807
1,8,10,86953,3,1:26.953
1,8,11,86707,4,1:26.707
1,8,12,86761,1,1:26.761
1,8,13,86829,1,1:26.829
1,8,14,86475,1,1:26.475
1,8,15,86787,3,1:26.787
1,8,16,86840,2,1:26.840
1,8,17,87087,4,1:27.087
1,8,18,87363,5,1:27.363
1,8,19,86676,4,1:26.676
1,8,20,89737,12,1:29.737
1,8,21,87425,9,1:27.425
1,8,22,86528,3,1:26.528
1,8,23,86276,2,1:26.276
1,8,24,86799,8,1:26.799
1,8,25,86678,6,1:26.678
1,8,26,86722,2,1:26.722
1,8,27,86667,2,1:26.667
1,8,28,87354,7,1:27.354
1,8,29,86492,2,1:26.492
1,8,30,85893,1,1:25.893
1,8,31,87241,7,1:27.241
1,8,32,86547,3,1:26.547
1,8,33,86800,3,1:26.800
1,8,34,87281,7,1:27.281
1,8,35,86281,1,1:26.281
1,8,36,86456,2,1:26.456
1,8,37,86378,2,1:26.378
1,8,38,86717,3,1:26.717
1,8,39,87210,7,1:27.210
1,8,40,87288,9,1:27.288
1,8,41,89193,11,1:29.193
1,8,42,87570,10,1:27.570
1,8,43,86361,2,1:26.361
1,8,44,86491,3,1:26.491
1,8,45,86331,3,1:26.331
1,8,46,86598,3,1:26.598
1,8,47,86450,3,1:26.450
1,8,48,86602,5,1:26.602
1,8,49,86201,1,1:26.201
1,8,50,86434,3,1:26.434
1,8,51,86614,5,1:26.614
1,8,52,86882,8,1:26.882
1,8,53,86490,1,1:26.490
1,8,54,86864,3,1:26.864
1,8,55,86625,3,1:26.625
1,8,56,86723,5,1:26.723
1,20,1,86111,6,1:26.111
1,20,2,86759,9,1:26.759
1,20,3,87326,11,1:27.326
1,20,4,87007,10,1:27.007
1,20,5,87235,11,1:27.235
1,20,6,87610,12,1:27.610
1,20,7,87751,12,1:27.751
1,20,8,87303,11,1:27.303
1,20,9,87870,11,1:27.870
1,20,10,87471,12,1:27.471
1,20,11,87192,8,1:27.192
1,20,12,87335,11,1:27.335
1,20,13,87071,5,1:27.071
1,20,14,87340,7,1:27.340
1,20,15,87586,7,1:27.586
1,20,16,88059,9,1:28.059
1,20,17,90399,12,1:30.399
1,20,18,88260,11,1:28.260
1,20,19,87032,6,1:27.032
1,20,20,86470,5,1:26.470
1,20,21,87514,12,1:27.514
1,20,22,87013,9,1:27.013
1,20,23,87089,11,1:27.089
1,20,24,86947,10,1:26.947
1,20,25,87148,8,1:27.148
1,20,26,87588,11,1:27.588
1,20,27,87417,9,1:27.417
1,20,28,87654,11,1:27.654
1,20,29,87717,9,1:27.717
1,20,30,88112,10,1:28.112
1,20,31,87564,9,1:27.564
1,20,32,87206,7,1:27.206
1,20,33,88172,12,1:28.172
1,20,34,87719,11,1:27.719
1,20,35,90685,12,1:30.685
1,20,36,89090,12,1:29.090
1,20,37,87827,8,1:27.827
1,20,38,87149,7,1:27.149
1,20,39,87227,8,1:27.227
1,20,40,87602,10,1:27.602
1,20,41,86955,5,1:26.955
1,20,42,87425,8,1:27.425
1,20,43,87342,9,1:27.342
1,20,44,87510,9,1:27.510
1,20,45,87143,11,1:27.143
1,20,46,86917,7,1:26.917
1,20,47,86789,4,1:26.789
1,20,48,87179,10,1:27.179
1,20,49,87462,10,1:27.462
1,20,50,87568,11,1:27.568
1,20,51,88417,12,1:28.417
1,20,52,88164,12,1:28.164
1,20,53,87466,9,1:27.466
1,20,54,87984,12,1:27.984
1,20,55,87759,10,1:27.759
1,20,56,87851,12,1:27.851
1,6,1,86384,8,1:26.384
1,6,2,86849,10,1:26.849
1,6,3,87833,12,1:27.833
1,6,4,87031,11,1:27.031
1,6,5,87520,12,1:27.520
1,6,6,87090,10,1:27.090
1,6,7,87320,11,1:27.320
1,6,8,87144,10,1:27.144
1,6,9,87157,8,1:27.157
1,6,10,86992,5,1:26.992
1,6,11,87481,10,1:27.481
1,6,12,87074,7,1:27.074
1,6,13,87674,10,1:27.674
1,6,14,87880,10,1:27.880
1,6,15,87675,9,1:27.675
1,6,16,87494,8,1:27.494
1,6,17,90038,11,1:30.038
1,6,18,87641,7,1:27.641
1,6,19,86206,2,1:26.206
1,6,20,86433,4,1:26.433
1,6,21,87512,11,1:27.512
1,6,22,87393,12,1:27.393
1,6,23,86861,8,1:26.861
1,6,24,86629,4,1:26.629
1,6,25,86152,1,1:26.152
1,6,26,87074,7,1:27.074
1,6,27,88190,12,1:28.190
1,6,28,87525,8,1:27.525
1,6,29,87217,6,1:27.217
1,6,30,87635,9,1:27.635
1,6,31,86955,6,1:26.955
1,6,32,87459,10,1:27.459
1,6,33,87651,10,1:27.651
1,6,34,87633,10,1:27.633
1,6,35,87998,10,1:27.998
1,6,36,87886,10,1:27.886
1,6,37,88051,10,1:28.051
1,6,38,87611,8,1:27.611
1,6,39,90938,12,1:30.938
1,6,40,88342,11,1:28.342
1,6,41,86841,4,1:26.841
1,6,42,87457,9,1:27.457
1,6,43,86836,7,1:26.836
1,6,44,87562,10,1:27.562
1,6,45,87129,10,1:27.129
1,6,46,87218,12,1:27.218
1,6,47,87733,12,1:27.733
1,6,48,87083,9,1:27.083
1,6,49,86919,8,1:26.919
1,6,50,87140,7,1:27.140
1,6,51,87509,11,1:27.509
1,6,52,86827,5,1:26.827
1,6,53,87665,10,1:27.665
1,6,54,87286,6,1:27.286
1,6,55,87938,12,1:27.938
1,6,56,86708,4,1:26.708
1,7,1,86487,10,1:26.487
1,7,2,86509,7,1:26.509
1,7,3,86593,6,1:26.593
1,7,4,86774,8,1:26.774
1,7,5,86389,3,1:26.389
1,7,6,87058,9,1:27.058
1,7,7,87094,10,1:27.094
1,7,8,87046,8,1:27.046
1,7,9,87160,9,1:27.160
1,7,10,87119,6,1:27.119
1,7,11,87797,12,1:27.797
1,7,12,87086,8,1:27.086
1,7,13,87059,4,1:27.059
1,7,14,86951,4,1:26.951
1,7,15,86903,4,1:26.903
1,7,16,86879,4,1:26.879
1,7,17,87059,3,1:27.059
1,7,18,89790,12,1:29.790
1,7,19,88056,11,1:28.056
1,7,20,86945,8,1:26.945
1,7,21,86669,6,1:26.669
1,7,22,86538,4,1:26.538
1,7,23,87018,10,1:27.018
1,7,24,86936,9,1:26.936
1,7,25,86395,3,1:26.395
1,7,26,86939,5,1:26.939
1,7,27,87106,5,1:27.106
1,7,28,86735,4,1:26.735
1,7,29,87175,5,1:27.175
1,7,30,86630,4,1:26.630
1,7,31,87683,10,1:27.683
1,7,32,87698,11,1:27.698
1,7,33,87205,6,1:27.205
1,7,34,87474,9,1:27.474
1,7,35,86522,2,1:26.522
1,7,36,87021,5,1:27.021
1,7,37,87378,4,1:27.378
1,7,38,89623,12,1:29.623
1,7,39,87519,9,1:27.519
1,7,40,86752,4,1:26.752
1,7,41,87288,6,1:27.288
1,7,42,86310,2,1:26.310
1,7,43,86881,8,1:26.881
1,7,44,87489,8,1:27.489
1,7,45,86281,2,1:26.281
1,7,46,86456,2,1:26.456
1,7,47,86807,5,1:26.807
1,7,48,86815,7,1:26.815
1,7,49,87338,9,1:27.338
1,7,50,87175,8,1:27.175
1,7,51,86492,3,1:26.492
1,7,52,87359,10,1:27.359
1,7,53,87009,4,1:27.009
1,7,54,87719,10,1:27.719
1,7,55,87077,7,1:27.077
1,7,56,87118,8,1:27.118
1,2,1,85875,2,1:25.875
1,2,2,86383,5,1:26.383
1,2,3,85838,1,1:25.838
1,2,4,86565,5,1:26.565
1,2,5,86167,2,1:26.167
1,2,6,86050,1,1:26.050
1,2,7,86823,6,1:26.823
1,2,8,86707,4,1:26.707
1,2,9,86454,1,1:26.454
1,2,10,87252,10,1:27.252
1,2,11,86626,3,1:26.626
1,2,12,86851,2,1:26.851
1,2,13,86991,3,1:26.991
1,2,14,86726,3,1:26.726
1,2,15,89340,12,1:29.340
1,2,16,88081,10,1:28.081
1,2,17,85500,1,1:25.500
1,2,18,86999,3,1:26.999
1,2,19,87387,8,1:27.387
1,2,20,86374,3,1:26.374
1,2,21,85874,2,1:25.874
1,2,22,86510,1,1:26.510
1,2,23,86570,4,1:26.570
1,2,24,86656,5,1:26.656
1,2,25,88819,12,1:28.819
1,2,26,87457,10,1:27.457
1,2,27,87126,7,1:27.126
1,2,28,86496,3,1:26.496
1,2,29,86360,1,1:26.360
1,2,30,86478,2,1:26.478
1,2,31,86799,5,1:26.799
1,2,32,86002,1,1:26.002
1,2,33,86732,2,1:26.732
1,2,34,86580,3,1:26.580
1,2,35,87434,8,1:27.434
1,2,36,86754,4,1:26.754
1,2,37,87465,5,1:27.465
1,2,38,86515,1,1:26.515
1,2,39,87171,6,1:27.171
1,2,40,87122,6,1:27.122
1,2,41,86742,3,1:26.742
1,2,42,87166,7,1:27.166
1,2,43,89805,12,1:29.805
1,2,44,87599,11,1:27.599
1,2,45,86222,1,1:26.222
1,2,46,86358,1,1:26.358
1,2,47,85816,1,1:25.816
1,2,48,85892,1,1:25.892
1,2,49,86690,4,1:26.690
1,2,50,86372,2,1:26.372
1,2,51,85681,1,1:25.681
1,2,52,86931,9,1:26.931
1,2,53,86791,3,1:26.791
1,2,54,86481,1,1:26.481
1,2,55,86308,1,1:26.308
1,2,56,87128,9,1:27.128
1,11,1,86875,12,1:26.875
1,11,2,87281,12,1:27.281
1,11,3,87264,10,1:27.264
1,11,4,87542,12,1:27.542
1,11,5,86957,9,1:26.957
1,11,6,87042,8,1:27.042
1,11,7,87080,9,1:27.080
1,11,8,87591,12,1:27.591
1,11,9,87900,12,1:27.900
1,11,10,87250,9,1:27.250
1,11,11,87317,9,1:27.317
1,11,12,87637,12,1:27.637
1,11,13,87490,9,1:27.490
1,11,14,89713,12,1:29.713
1,11,15,87712,11,1:27.712
1,11,16,86707,1,1:26.707
1,11,17,86774,2,1:26.774
1,11,18,87082,4,1:27.082
1,11,19,87605,10,1:27.605
1,11,20,87167,10,1:27.167
1,11,21,86935,8,1:26.935
1,11,22,87337,11,1:27.337
1,11,23,87786,12,1:27.786
1,11,24,87108,11,1:27.108
1,11,25,87182,9,1:27.182
1,11,26,87762,12,1:27.762
1,11,27,87532,10,1:27.532
1,11,28,90192,12,1:30.192
1,11,29,88155,10,1:28.155
1,11,30,86999,6,1:26.999
1,11,31,86683,4,1:26.683
1,11,32,86604,4,1:26.604
1,11,33,87460,8,1:27.460
1,11,34,87134,5,1:27.134
1,11,35,86938,4,1:26.938
1,11,36,87319,7,1:27.319
1,11,37,87806,7,1:27.806
1,11,38,86625,2,1:26.625
1,11,39,86954,4,1:26.954
1,11,40,87208,7,1:27.208
1,11,41,88112,9,1:28.112
1,11,42,90227,12,1:30.227
1,11,43,88192,10,1:28.192
1,11,44,87059,6,1:27.059
1,11,45,87277,12,1:27.277
1,11,46,87055,9,1:27.055
1,11,47,87266,11,1:27.266
1,11,48,87266,12,1:27.266
1,11,49,87532,11,1:27.532
1,11,50,87587,12,1:27.587
1,11,51,86757,6,1:26.757
1,11,52,86575,2,1:26.575
1,11,53,87789,11,1:27.789
1,11,54,87900,11,1:27.900
1,11,55,87150,8,1:27.150
1,11,56,86893,7,1:26.893
1,17,1,85943,3,1:25.943
1,17,2,86319,3,1:26.319
1,17,3,86259,3,1:26.259
1,17,4,86054,2,1:26.054
1,17,5,87210,10,1:27.210
1,17,6,87168,11,1:27.168
1,17,7,86988,8,1:26.988
1,17,8,86301,2,1:26.301
1,17,9,86994,6,1:26.994
1,17,10,86970,4,1:26.970
1,17,11,86953,6,1:26.953
1,17,12,87298,10,1:27.298
1,17,13,87131,7,1:27.131
1,17,14,87222,6,1:27.222
1,17,15,87239,6,1:27.239
1,17,16,87187,7,1:27.187
1,17,17,88797,8,1:28.797
1,17,18,87753,8,1:27.753
1,17,19,87014,5,1:27.014
1,17,20,86930,7,1:26.930
1,17,21,86581,5,1:26.581
1,17,22,87025,10,1:27.025
1,17,23,86593,5,1:26.593
1,17,24,86711,6,1:26.711
1,17,25,86294,2,1:26.294
1,17,26,86880,4,1:26.880
1,17,27,86808,3,1:26.808
1,17,28,86367,2,1:26.367
1,17,29,89147,11,1:29.147
1,17,30,88183,12,1:28.183
1,17,31,86492,1,1:26.492
1,17,32,86464,2,1:26.464
1,17,33,86420,1,1:26.420
1,17,34,86149,2,1:26.149
1,17,35,86530,3,1:26.530
1,17,36,86362,1,1:26.362
1,17,37,86226,1,1:26.226
1,17,38,86906,4,1:26.906
1,17,39,86909,3,1:26.909
1,17,40,86171,1,1:26.171
1,17,41,89365,12,1:29.365
1,17,42,88208,11,1:28.208
1,17,43,86066,1,1:26.066
1,17,44,86022,1,1:26.022
1,17,45,86579,7,1:26.579
1,17,46,86634,4,1:26.634
1,17,47,87004,8,1:27.004
1,17,48,86980,8,1:26.980
1,17,49,86580,3,1:26.580
1,17,50,86223,1,1:26.223
1,17,51,86600,4,1:26.600
1,17,52,86837,6,1:26.837
1,17,53,86730,2,1:26.730
1,17,54,86639,2,1:26.639
1,17,55,86982,4,1:26.982
1,17,56,86754,6,1:26.754
1,12,1,86094,5,1:26.094
1,12,2,86380,4,1:26.380
1,12,3,87121,9,1:27.121
1,12,4,86236,3,1:26.236
1,12,5,85944,1,1:25.944
1,12,6,86088,2,1:26.088
1,12,7,86821,5,1:26.821
1,12,8,86874,6,1:26.874
1,12,9,86873,5,1:26.873
1,12,10,87405,11,1:27.405
1,12,11,86058,1,1:26.058
1,12,12,87216,9,1:27.216
1,12,13,87688,11,1:27.688
1,12,14,88978,11,1:28.978
1,12,15,87679,10,1:27.679
1,12,16,87134,6,1:27.134
1,12,17,87330,6,1:27.330
1,12,18,86596,1,1:26.596
1,12,19,87452,9,1:27.452
1,12,20,86828,6,1:26.828
1,12,21,87496,10,1:27.496
1,12,22,86880,7,1:26.880
1,12,23,87010,9,1:27.010
1,12,24,87143,12,1:27.143
1,12,25,88205,11,1:28.205
1,12,26,87417,9,1:27.417
1,12,27,86904,4,1:26.904
1,12,28,87557,9,1:27.557
1,12,29,89304,12,1:29.304
1,12,30,88170,11,1:28.170
1,12,31,86646,3,1:26.646
1,12,32,86806,5,1:26.806
1,12,33,86882,4,1:26.882
1,12,34,86076,1,1:26.076
1,12,35,87057,5,1:27.057
1,12,36,86509,3,1:26.509
1,12,37,86387,3,1:26.387
1,12,38,86930,5,1:26.930
1,12,39,87026,5,1:27.026
1,12,40,86791,5,1:26.791
1,12,41,87384,8,1:27.384
1,12,42,86647,6,1:26.647
1,12,43,89182,11,1:29.182
1,12,44,87939,12,1:27.939
1,12,45,86861,9,1:26.861
1,12,46,86663,5,1:26.663
1,12,47,86000,2,1:26.000
1,12,48,86017,2,1:26.017
1,12,49,86759,6,1:26.759
1,12,50,86725,4,1:26.725
1,12,51,86810,7,1:26.810
1,12,52,86879,7,1:26.879
1,12,53,87012,5,1:27.012
1,12,54,87315,7,1:27.315
1,12,55,86616,2,1:26.616
1,12,56,86637,3,1:26.637
2,17,1,89790,4,1:29.790
2,17,2,89436,1,1:29.436
2,17,3,89614,2,1:29.614
2,17,4,90088,2,1:30.088
2,17,5,90207,4,1:30.207
2,17,6,89845,2,1:29.845
2,17,7,90487,7,1:30.487
2,17,8,90611,8,1:30.611
2,17,9,90774,8,1:30.774
2,17,10,90510,6,1:30.510
2,17,11,90873,9,1:30.873
2,17,12,89768,1,1:29.768
2,17,13,90394,4,1:30.394
2,17,14,90259,2,1:30.259
2,17,15,90677,2,1:30.677
2,17,16,90492,2,1:30.492
2,17,17,90700,5,1:30.700
2,17,18,91501,10,1:31.501
2,17,19,93228,12,1:33.228
2,17,20,91376,6,1:31.376
2,17,21,90065,4,1:30.065
2,17,22,90381,5,1:30.381
2,17,23,90612,10,1:30.612
2,17,24,90188,6,1:30.188
2,17,25,90347,6,1:30.347
2,17,26,89779,2,1:29.779
2,17,27,90220,3,1:30.220
2,17,28,90648,9,1:30.648
2,17,29,90680,3,1:30.680
2,17,30,90502,5,1:30.502
2,17,31,90803,8,1:30.803
2,17,32,90719,9,1:30.719
2,17,33,91032,11,1:31.032
2,17,34,90762,6,1:30.762
2,17,35,90588,4,1:30.588
2,17,36,92462,11,1:32.462
2,17,37,89657,1,1:29.657
2,17,38,90064,1,1:30.064
2,17,39,90126,1,1:30.126
2,17,40,89588,1,1:29.588
2,17,41,89804,3,1:29.804
2,17,42,90607,7,1:30.607
2,17,43,89993,3,1:29.993
2,17,44,91028,11,1:31.028
2,17,45,90274,5,1:30.274
2,17,46,90475,3,1:30.475
2,17,47,90964,11,1:30.964
2,17,48,90483,8,1:30.483
2,17,49,90130,3,1:30.130
2,17,50,90505,6,1:30.505
2,17,51,90586,6,1:30.586
2,17,52,90162,5,1:30.162
2,17,53,90615,7,1:30.615
2,17,54,90495,4,1:30.495
2,17,55,91149,8,1:31.149
2,17,56,90884,6,1:30.884
2,17,57,90824,4,1:30.824
2,17,58,90943,6,1:30.943
2,15,1,89927,5,1:29.927
2,15,2,89626,2,1:29.626
2,15,3,90358,8,1:30.358
2,15,4,90428,9,1:30.428
2,15,5,89773,1,1:29.773
2,15,6,90471,8,1:30.471
2,15,7,90717,8,1:30.717
2,15,8,90651,9,1:30.651
2,15,9,90808,10,1:30.808
2,15,10,90139,4,1:30.139
2,15,11,90828,8,1:30.828
2,15,12,92844,12,1:32.844
2,15,13,92562,12,1:32.562
2,15,14,90668,5,1:30.668
2,15,15,90215,1,1:30.215
2,15,16,90443,1,1:30.443
2,15,17,90653,4,1:30.653
2,15,18,90482,2,1:30.482
2,15,19,90548,3,1:30.548
2,15,20,90859,5,1:30.859
2,15,21,90603,6,1:30.603
2,15,22,90423,6,1:30.423
2,15,23,90598,8,1:30.598
2,15,24,91037,11,1:31.037
2,15,25,90872,10,1:30.872
2,15,26,91055,12,1:31.055
2,15,27,93441,12,1:33.441
2,15,28,91535,12,1:31.535
2,15,29,90745,4,1:30.745
2,15,30,90102,1,1:30.102
2,15,31,89743,1,1:29.743
2,15,32,90020,1,1:30.020
2,15,33,90086,1,1:30.086
2,15,34,90530,4,1:30.530
2,15,35,90470,1,1:30.470
2,15,36,90505,3,1:30.505
2,15,37,90907,9,1:30.907
2,15,38,90863,6,1:30.863
2,15,39,90912,6,1:30.912
2,15,40,91003,5,1:31.003
2,15,41,91135,7,1:31.135
2,15,42,90212,3,1:30.212
2,15,43,90897,10,1:30.897
2,15,44,90300,6,1:30.300
2,15,45,93454,11,1:33.454
2,15,46,92103,12,1:32.103
2,15,47,90002,3,1:30.002
2,15,48,90409,7,1:30.409
2,15,49,90097,2,1:30.097
2,15,50,90339,5,1:30.339
2,15,51,90748,8,1:30.748
2,15,52,90246,6,1:30.246
2,15,53,90791,9,1:30.791
2,15,54,90799,8,1:30.799
2,15,55,90265,2,1:30.265
2,15,56,91014,9,1:31.014
2,15,57,90970,6,1:30.970
2,15,58,90810,4,1:30.810
2,12,1,89660,3,1:29.660
2,12,2,90220,8,1:30.220
2,12,3,89676,3,1:29.676
2,12,4,90111,3,1:30.111
2,12,5,90285,5,1:30.285
2,12,6,91188,12,1:31.188
2,12,7,89874,2,1:29.874
2,12,8,90962,12,1:30.962
2,12,9,90548,4,1:30.548
2,12,10,90705,7,1:30.705
2,12,11,90662,5,1:30.662
2,12,12,90842,6,1:30.842
2,12,13,90689,6,1:30.689
2,12,14,91331,11,1:31.331
2,12,15,90706,4,1:30.706
2,12,16,91341,10,1:31.341
2,12,17,90764,7,1:30.764
2,12,18,91037,7,1:31.037
2,12,19,93149,11,1:33.149
2,12,20,91516,7,1:31.516
2,12,21,89742,3,1:29.742
2,12,22,90117,3,1:30.117
2,12,23,89684,1,1:29.684
2,12,24,89987,3,1:29.987
2,12,25,90455,7,1:30.455
2,12,26,90906,9,1:30.906
2,12,27,91500,11,1:31.500
2,12,28,90336,5,1:30.336
2,12,29,91122,10,1:31.122
2,12,30,90751,9,1:30.751
2,12,31,90666,7,1:30.666
2,12,32,90934,11,1:30.934
2,12,33,90859,6,1:30.859
